"deviceName","softwareName","softwareVendor","softwareVersion"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-pip-whl_for_linux","ubuntu","24.0+dfsg-1ubuntu1.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-pkg-resources_for_linux","ubuntu","68.1.2-2ubuntu1.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-problem-report_for_linux","ubuntu","2.28.1-0ubuntu3.8"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-pygments_for_linux","ubuntu","2.17.2+dfsg-1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-requests_for_linux","ubuntu","2.31.0+dfsg-1ubuntu1.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-setuptools_for_linux","ubuntu","68.1.2-2ubuntu1.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-setuptools-whl_for_linux","ubuntu","68.1.2-2ubuntu1.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-software-properties_for_linux","ubuntu","0.99.49.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-twisted_for_linux","ubuntu","24.3.0-1ubuntu0.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-urllib3_for_linux","ubuntu","2.0.7-1ubuntu0.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-wheel_for_linux","ubuntu","0.42.0-2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3-yaml_for_linux","ubuntu","6.0.1-2build2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3.12_for_linux","ubuntu","3.12.3-1ubuntu0.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3.12-dev_for_linux","ubuntu","3.12.3-1ubuntu0.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3.12-minimal_for_linux","ubuntu","3.12.3-1ubuntu0.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","python3.12-venv_for_linux","ubuntu","3.12.3-1ubuntu0.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","rsync_for_linux","ubuntu","3.2.7-1ubuntu1.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","rsyslog_for_linux","ubuntu","8.2312.0-3ubuntu9.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","screen_for_linux","ubuntu","4.9.1-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","sensible-utils_for_linux","ubuntu","0.0.22"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","shim-signed_for_linux","ubuntu","1.58+15.8-0ubuntu1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","snapd_for_linux","ubuntu","2.72+ubuntu24.04"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","software-properties-common_for_linux","ubuntu","0.99.49.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","sosreport_for_linux","ubuntu","4.9.2-0ubuntu0~24.04.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","squashfs-tools_for_linux","ubuntu","1:4.6.1-1build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","sudo_for_linux","ubuntu","1.9.15p5-3ubuntu5.24.04.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","sysstat_for_linux","ubuntu","12.6.1-2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","systemd_for_linux","ubuntu","255.4-1ubuntu8.11"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","systemd-dev_for_linux","ubuntu","255.4-1ubuntu8.11"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","systemd-resolved_for_linux","ubuntu","255.4-1ubuntu8.11"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","systemd-sysv_for_linux","ubuntu","255.4-1ubuntu8.11"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","tar_for_linux","ubuntu","1.35+dfsg-3build1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","tcpdump_for_linux","ubuntu","4.99.4-3ubuntu4.24.04.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","tmux_for_linux","ubuntu","3.4-1ubuntu0.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","udev_for_linux","ubuntu","255.4-1ubuntu8.11"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","udisks2_for_linux","ubuntu","2.10.1-6ubuntu1.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","unattended-upgrades_for_linux","ubuntu","2.9.1+nmu4ubuntu1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","unzip_for_linux","ubuntu","6.0-28ubuntu4.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","util-linux_for_linux","ubuntu","2.39.3-9ubuntu6.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","uuid-runtime_for_linux","ubuntu","2.39.3-9ubuntu6.3"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","vim_for_linux","ubuntu","2:9.1.0016-1ubuntu7.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","vim-common_for_linux","ubuntu","2:9.1.0016-1ubuntu7.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","vim-runtime_for_linux","ubuntu","2:9.1.0016-1ubuntu7.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","vim-tiny_for_linux","ubuntu","2:9.1.0016-1ubuntu7.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","w3m_for_linux","ubuntu","0.5.3+git20230121-2ubuntu5"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","w3m-img_for_linux","ubuntu","0.5.3+git20230121-2ubuntu5"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","walinuxagent_for_linux","ubuntu","2.11.1.4-0ubuntu1~24.04.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","wget_for_linux","ubuntu","1.21.4-1ubuntu4.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","xxd_for_linux","ubuntu","2:9.1.0016-1ubuntu7.9"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","xz-utils_for_linux","ubuntu","5.6.1+really5.4.5-1ubuntu0.2"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","zlib1g_for_linux","ubuntu","1:1.3.dfsg-3.1ubuntu2.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","zlib1g-dev_for_linux","ubuntu","1:1.3.dfsg-3.1ubuntu2.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","zstd_for_linux","ubuntu","1.5.5+dfsg2-2build1.1"
"zolab-sl-client-01.1p252f5c0pjefk2syq4ftiuwoe.cx.internal.cloudapp.net","virtual_machine_firmware_for_linux","microsoft","4.1.0.0"
"bbvm003","edge_chromium-based","microsoft","143.0.3650.75"
"bbvm003",".net_framework","microsoft","4.0.0.0"
"bbvm003",".net_framework","microsoft","4.8.0.0"
"bbvm003","windows_defender","microsoft","1.1.25110.1"
"bbvm003","defender_security_intelligence_updates","microsoft","1.443.30.0"
"bbvm003","defender_for_endpoint","microsoft","10.8805.20348.4529"
"bbvm003",".net","microsoft","6.0.40.0"
"bbvm003","asp.net_core","microsoft","6.0.40.0"
"bbvm003","virtual_machine_firmware","microsoft","4.1.0.0"
"bbvm003","openssl","openssl","3.6.0.0"
"bbvm003","windows_server_2022","microsoft","10.0.20348.4529"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","apparmor_for_linux","ubuntu","4.0.1really4.0.1-0ubuntu0.24.04.4"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","apport_for_linux","ubuntu","2.28.1-0ubuntu3.8"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","apport-core-dump-handler_for_linux","ubuntu","2.28.1-0ubuntu3.8"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","apt_for_linux","ubuntu","2.8.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","apt-transport-https_for_linux","ubuntu","2.8.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","apt-utils_for_linux","ubuntu","2.8.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","base-files_for_linux","ubuntu","13ubuntu10.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","bash_for_linux","ubuntu","5.2.21-2ubuntu4"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","bind9-dnsutils_for_linux","ubuntu","1:9.18.39-0ubuntu0.24.04.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","bind9-host_for_linux","ubuntu","1:9.18.39-0ubuntu0.24.04.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","bind9-libs_for_linux","ubuntu","1:9.18.39-0ubuntu0.24.04.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","binutils_for_linux","ubuntu","2.42-4ubuntu2.8"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","binutils-common_for_linux","ubuntu","2.42-4ubuntu2.8"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","binutils-x86-64-linux-gnu_for_linux","ubuntu","2.42-4ubuntu2.8"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","bsdextrautils_for_linux","ubuntu","2.39.3-9ubuntu6.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","bsdutils_for_linux","ubuntu","1:2.39.3-9ubuntu6.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","busybox-initramfs_for_linux","ubuntu","1:1.36.1-6ubuntu3.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","busybox-static_for_linux","ubuntu","1:1.36.1-6ubuntu3.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","byobu_for_linux","ubuntu","6.11-0ubuntu1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","bzip2_for_linux","ubuntu","1.0.8-5.1build0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","ca-certificates_for_linux","ubuntu","20240203"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","caca-utils_for_linux","ubuntu","0.99.beta20-4build2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","chrony_for_linux","ubuntu","4.5-1ubuntu4.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","cifs-utils_for_linux","ubuntu","2:7.0-2ubuntu0.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","cloud-init_for_linux","ubuntu","25.2-0ubuntu1~24.04.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","coreutils_for_linux","ubuntu","9.4-3ubuntu6.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","cpio_for_linux","ubuntu","2.15+dfsg-1ubuntu2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","cron_for_linux","ubuntu","3.0pl1-184ubuntu2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","cryptsetup_for_linux","ubuntu","2:2.7.0-1ubuntu4.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","cryptsetup-bin_for_linux","ubuntu","2:2.7.0-1ubuntu4.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","cryptsetup-initramfs_for_linux","ubuntu","2:2.7.0-1ubuntu4.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","curl_for_linux","ubuntu","8.5.0-2ubuntu10.6"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","dbus_for_linux","ubuntu","1.14.10-4ubuntu4.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","dbus-user-session_for_linux","ubuntu","1.14.10-4ubuntu4.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","dhcpcd-base_for_linux","ubuntu","1:10.0.6-1ubuntu3.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","dirmngr_for_linux","ubuntu","2.4.4-2ubuntu17.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","docker_for_linux","docker","29.0.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","dosfstools_for_linux","ubuntu","4.2-1.1build1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","dpkg_for_linux","ubuntu","1.22.6ubuntu6.5"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","dpkg-dev_for_linux","ubuntu","1.22.6ubuntu6.5"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","e2fsprogs_for_linux","ubuntu","1.47.0-2.4~exp1ubuntu4.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","e2fsprogs-l10n_for_linux","ubuntu","1.47.0-2.4~exp1ubuntu4.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","eject_for_linux","ubuntu","2.39.3-9ubuntu6.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","fdisk_for_linux","ubuntu","2.39.3-9ubuntu6.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","file_for_linux","ubuntu","1:5.45-3build1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","fontconfig_for_linux","ubuntu","2.15.0-1.1ubuntu2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","fontconfig-config_for_linux","ubuntu","2.15.0-1.1ubuntu2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","fwupd_for_linux","ubuntu","1.9.31-0ubuntu1~24.04.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gawk_for_linux","ubuntu","1:5.2.1-2build3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gdisk_for_linux","ubuntu","1.0.10-1build1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gettext-base_for_linux","ubuntu","0.21-14ubuntu2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","ghostscript_for_linux","ubuntu","10.02.1~dfsg1-0ubuntu7.8"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gir1.2-glib-2.0_for_linux","ubuntu","2.80.0-6ubuntu3.4"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gir1.2-packagekitglib-1.0_for_linux","ubuntu","1.2.8-2ubuntu1.4"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","git_for_linux","ubuntu","1:2.43.0-1ubuntu7.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","git-man_for_linux","ubuntu","1:2.43.0-1ubuntu7.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gnupg_for_linux","ubuntu","2.4.4-2ubuntu17.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gnupg-l10n_for_linux","ubuntu","2.4.4-2ubuntu17.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gnupg-utils_for_linux","ubuntu","2.4.4-2ubuntu17.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gpg_for_linux","ubuntu","2.4.4-2ubuntu17.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gpg-agent_for_linux","ubuntu","2.4.4-2ubuntu17.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gpg-wks-client_for_linux","ubuntu","2.4.4-2ubuntu17.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gpgconf_for_linux","ubuntu","2.4.4-2ubuntu17.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gpgsm_for_linux","ubuntu","2.4.4-2ubuntu17.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gpgv_for_linux","ubuntu","2.4.4-2ubuntu17.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","grub-common_for_linux","ubuntu","2.12-1ubuntu7.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","grub-efi-amd64-bin_for_linux","ubuntu","2.12-1ubuntu7.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","grub-efi-amd64-signed_for_linux","ubuntu","1.202.5+2.12-1ubuntu7.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","grub-pc_for_linux","ubuntu","2.12-1ubuntu7.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","grub-pc-bin_for_linux","ubuntu","2.12-1ubuntu7.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","grub2-common_for_linux","ubuntu","2.12-1ubuntu7.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","gzip_for_linux","ubuntu","1.12-1ubuntu3.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","imagemagick_for_linux","ubuntu","8:6.9.12.98+dfsg1-5.2build2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","imagemagick-6-common_for_linux","ubuntu","8:6.9.12.98+dfsg1-5.2build2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","imagemagick-6.q16_for_linux","ubuntu","8:6.9.12.98+dfsg1-5.2build2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","inetutils-telnet_for_linux","ubuntu","2:2.5-3ubuntu4"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","iproute2_for_linux","ubuntu","6.1.0-1ubuntu6.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","iputils-ping_for_linux","ubuntu","3:20240117-1ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","iputils-tracepath_for_linux","ubuntu","3:20240117-1ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","jq_for_linux","ubuntu","1.7.1-3ubuntu0.24.04.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","keyboxd_for_linux","ubuntu","2.4.4-2ubuntu17.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","klibc-utils_for_linux","ubuntu","2.0.13-4ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","kpartx_for_linux","ubuntu","0.9.4-5ubuntu8"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","krb5-locales_for_linux","ubuntu","1.20.1-6ubuntu2.6"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","less_for_linux","ubuntu","590-2ubuntu2.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libabsl20220623t64_for_linux","ubuntu","20220623.1-3.1ubuntu3.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libaom3_for_linux","ubuntu","3.8.2-2ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libapparmor1_for_linux","ubuntu","4.0.1really4.0.1-0ubuntu0.24.04.4"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libarchive13t64_for_linux","ubuntu","3.7.2-2ubuntu0.5"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libasan8_for_linux","ubuntu","14.2.0-4ubuntu2~24.04"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libatomic1_for_linux","ubuntu","14.2.0-4ubuntu2~24.04"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libavahi-client3_for_linux","ubuntu","0.8-13ubuntu6"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libavahi-common-data_for_linux","ubuntu","0.8-13ubuntu6"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libavahi-common3_for_linux","ubuntu","0.8-13ubuntu6"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libbinutils_for_linux","ubuntu","2.42-4ubuntu2.8"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libblkid1_for_linux","ubuntu","2.39.3-9ubuntu6.3"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libblockdev-crypto3_for_linux","ubuntu","3.1.1-1ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libblockdev-fs3_for_linux","ubuntu","3.1.1-1ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libblockdev-loop3_for_linux","ubuntu","3.1.1-1ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libblockdev-mdraid3_for_linux","ubuntu","3.1.1-1ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libblockdev-nvme3_for_linux","ubuntu","3.1.1-1ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libblockdev-part3_for_linux","ubuntu","3.1.1-1ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libblockdev-swap3_for_linux","ubuntu","3.1.1-1ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libblockdev-utils3_for_linux","ubuntu","3.1.1-1ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libblockdev3_for_linux","ubuntu","3.1.1-1ubuntu0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libbrotli1_for_linux","ubuntu","1.1.0-2build2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libbsd0_for_linux","ubuntu","0.12.1-1build1.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libbz2-1.0_for_linux","ubuntu","1.0.8-5.1build0.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libc-bin_for_linux","ubuntu","2.39-0ubuntu8.6"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libc-dev-bin_for_linux","ubuntu","2.39-0ubuntu8.6"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libc-devtools_for_linux","ubuntu","2.39-0ubuntu8.6"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libc6_for_linux","ubuntu","2.39-0ubuntu8.6"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libc6-dev_for_linux","ubuntu","2.39-0ubuntu8.6"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libcaca0_for_linux","ubuntu","0.99.beta20-4build2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libcairo-gobject2_for_linux","ubuntu","1.18.0-3build1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libcairo2_for_linux","ubuntu","1.18.0-3build1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libcap2_for_linux","ubuntu","1:2.66-5ubuntu2.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libcap2-bin_for_linux","ubuntu","1:2.66-5ubuntu2.2"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libcc1-0_for_linux","ubuntu","14.2.0-4ubuntu2~24.04"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libcom-err2_for_linux","ubuntu","1.47.0-2.4~exp1ubuntu4.1"
"dockerLab.uqrqws0dzatupcufip104rrx5c.cx.internal.cloudapp.net","libcryptsetup12_for_linux","ubuntu","2:2.7.0-1ubuntu4.2"
